기사 링크,기사 제목,이미지 URL,기사 요약,언론사,게시 시간
https://n.news.naver.com/mnews/article/008/0005143121,이마트24-넷마블 설 맞아 '모두의마블' 도시락 선보여,https://mimgnews.pstatic.net/image/origin/008/2025/01/19/5143121.jpg?type=nf220_150,이마트24가 설날을 맞아 넷마블의 모바일 보드게임 '모두의마블'과 함께 '소불고기떡만둣국정찬(5900원)'과 '떡만둣국&모듬전(5900원)' 등 2종의 명절 도시락을 선보인다고 19일 밝혔다. 소불고기떡만둣국정찬은,머니투데이,2시간전
https://n.news.naver.com/mnews/article/648/0000032613,수소 시대 앞당길 열쇠 '액화수소 운송'의 진화,https://mimgnews.pstatic.net/image/origin/648/2025/01/19/32613.jpg?type=nf220_150,"수소 운송 선박 기술 개발이 본격적인 가속 페달을 밟는 모습입니다. 2025년 수소는 단순한 에너지원 그 이상으로, 친환경 선박의 심장을 책임질 차세대 동력으로 떠오르고 있는데요. 기술적 진입장벽이 높아 중국 등 경",비즈워치,2시간전
https://n.news.naver.com/mnews/article/421/0008030749,"비트코인, 트럼프 취임 앞두고 사상 최고가 경신…1억5720만원",https://mimgnews.pstatic.net/image/origin/421/2025/01/19/8030749.jpg?type=nf220_150,가상자산(암호화폐) 비트코인이 도널드 트럼프 미국 대통령 취임을 앞두고 19일 국내 거래소에서 사상 최고가를 경신했다. 업비트에 따르면 비트코인 가격은 이날 오후 2시52분경 1억5720만원대를 기록했다. 앞서 비트,뉴스1,2시간전
https://n.news.naver.com/mnews/article/421/0008030747,"[속보] 비트코인, 사상 최고가 경신…1억5720만원",https://mimgnews.pstatic.net/image/origin/421/2025/01/19/8030747.jpg?type=nf220_150,,뉴스1,2시간전
https://n.news.naver.com/mnews/article/009/0005431197,순식간에 시총 11조원···트럼프 밈코인 광풍,https://mimgnews.pstatic.net/image/origin/009/2025/01/19/5431197.jpg?type=nf220_150,“취임 기념 주화를 코인으로 발행한 셈이다.” 한국시간 지난 18일 오전 전세계 코인 시장이 들썩였다. 세계 최초로 대통령이 공식 밈코인이 등장했기 때문이다. 심지어 세계 최강대국 미국이 발행했다. 순식간에 투자금이,매일경제,2시간전
https://n.news.naver.com/mnews/article/277/0005534963,"[마켓 ING]돌아온 트럼프, 증시 변동성 경계",https://mimgnews.pstatic.net/image/origin/277/2025/01/19/5534963.jpg?type=nf220_150,코스피가 연초 이후 나쁘지 않은 흐름을 이어온 가운데 이번주(1월20~24일)에는 변동성 확대를 경계해야 할 것으로 보인다. 도널드 트럼프 행정부 2기가 출범하면서 취임식 직후 쏟아질 행정명령으로 불확실성이 확대될,아시아경제,2시간전
https://n.news.naver.com/mnews/article/138/0002189625,"공정･투명한 '공매도'위한 가이드라인 최종안 마련… 금감원 ""3월말까지 전산화 완성""",https://mimgnews.pstatic.net/image/origin/138/2025/01/19/2189625.jpg?type=nf220_150,"금융감독원은 19일, 기존 공매도 거래 규제체계를 명확히하고 공정･투명한 거래 질서 확립을 위해 '금융투자업규정시행세칙' 등 개정 사전예고 및 공매도 통합 가이드라인 최종안을 마련했다고 밝혔다. 금감원에",디지털데일리,2시간전
https://n.news.naver.com/mnews/article/008/0005143105,2500선 안착한 국내 증시…트럼프 취임·실적 시즌 주목,https://mimgnews.pstatic.net/image/origin/008/2025/01/19/5143105.jpg?type=nf220_150,연초 국내 증시가 상승세를 보이며 2500선에 안착했지만 도널드 트럼프 미국 대통령 당선인 취임을 앞두고 변동성이 확대될 가능성이 있다. 증권가에서는 4분기 실적 발표 시즌도 본격화되며 관련 변수들을 점검해야 한다는,머니투데이,2시간전
https://n.news.naver.com/mnews/article/009/0005431185,대규모 공매도 법인 전산시스템 의무화···3월 재개 앞두고 시행세칙까지 확정,https://mimgnews.pstatic.net/image/origin/009/2025/01/19/5431185.jpg?type=nf220_150,금융당국이 공매도 재개를 두달여 앞두고 관련 가이드라인의 최종안을 마련했다. 금융감독원은 이같은 내용의 금융투자업규정 시행세칙 등의 개정안과 공매도 통합가이드라인을 19일 발표했다. 대규모 공매도 법인의 전산보고 의,매일경제,2시간전
https://n.news.naver.com/mnews/article/009/0005431184,수술 로봇 ‘다빈치’ 인튜이티브서지컬 주가 급등세…“시장 장악 속도 빨라”,https://mimgnews.pstatic.net/image/origin/009/2025/01/19/5431184.jpg?type=nf220_150,"초고령화 사회에서 의사가 늘어나는 속도보다 환자가 늘어나는 속도가 가팔라질 것으로 관측되는 가운데, 수술용 로봇 시장이 연간 10%에 가깝게 확대되고 있다. 특히 이 시장에서 압도적인 점유율을 보이고 있는 인튜이티브",매일경제,3시간전
https://n.news.naver.com/mnews/article/018/0005927832,‘충격과 공포’ 전략 트럼프 온다…변동성 확대[주간증시전망],https://mimgnews.pstatic.net/image/origin/018/2025/01/19/5927832.jpg?type=nf220_150,"이번 주 주식시장은 실적 시즌이 본격화되고, 도널드 트럼프 미국 대통령의 취임으로 트럼프 2기가 시작되면서 변동성이 확대될 것으로 보인다. 19일 한국거래소에 따르면 지난주(13~17일) 코스피 지수는 0.31% 오",이데일리,3시간전
https://n.news.naver.com/mnews/article/421/0008030605,[인사] 금융위원회,,◆금융위원회 ▷국장급 △기획조정관 김기한 △구조개선정책관 유영준 △디지털금융정책관 김동환 △금융정보분석원 제도운영기획관 윤영은,뉴스1,3시간전
https://n.news.naver.com/mnews/article/469/0000844802,'사상 최고' 소상공인 연체... 보증기관이 2.4조 대신 갚았다,https://mimgnews.pstatic.net/image/origin/469/2025/01/19/844802.jpg?type=nf220_150,"내수 부진, 경기 침체 여파로 은행 대출을 제때 상환하지 못해 금융 보증기관이 대신 빚을 갚아준 자영업자, 소상공인이 대폭 늘어난 것으로 나타났다. 19일 김현정 더불어민주당 의원실이 신용보증재단중앙회에서 제출받은",한국일보,3시간전
https://n.news.naver.com/mnews/article/003/0013023872,"""2차전지로 띄우더니"" 엠에프엠코리아 상폐 기로[급등주 지금은]",https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13023872.jpg?type=nf220_150,1년 전 '2차 전지' 테마에 올라타 급등했던 엠에프엠코리아가 상장 폐지 기로에 섰다. 의복 제조업체로 상장 후 3년간 적자를 이어온 엠에프엠코리아는 2023년 하반기 최대주주가 MFM홀딩스에서 브이티엠인베스트먼트로,뉴시스,3시간전
https://n.news.naver.com/mnews/article/277/0005534958,"금감원, 공매도 가이드라인 최종안 발표",https://mimgnews.pstatic.net/image/origin/277/2025/01/19/5534958.jpg?type=nf220_150,금융당국이 공매도 질서 확립을 위해 규제 체계를 명확히 하고 공매도 통합 가이드라인 최종안을 마련했다고 19일 밝혔다. 금융당국은 시행세칙 개정을 통해 공매도 전산화 관련 제도 틀을 완성하고 이 제도에 맞춰 전산화를,아시아경제,3시간전
https://n.news.naver.com/mnews/article/014/0005297616,해외주식 열풍이 살렸다.. 증권사 작년 4분기 실적 화색,https://mimgnews.pstatic.net/image/origin/014/2025/01/19/5297616.jpg?type=nf220_150,지난해 하반기 국내 증시 위축에도 주요 증권사들은 4·4분기 호실적을 거둔 것으로 보인다. 국내 주식시장 부진에도 서학개미들의 해외주식 거래가 늘면서 실적 개선으로 이어졌다. 19일 금융정보업체 에프앤가이드에 따르면,파이낸셜뉴스,3시간전
https://n.news.naver.com/mnews/article/014/0005297614,"양자부터 로봇, 정치 테마주까지... 새해부터 쏟아지는 투자주의 종목",https://mimgnews.pstatic.net/image/origin/014/2025/01/19/5297614.jpg?type=nf220_150,"연초부터 투자주의 종목에 지정된 상장사가 쏟아지고 있다. 양자부터 로봇, 정치 테마주까지 각종 테마가 국내 증시를 휩쓸면서 한국거래소의 시장 경보가 쉴 새 없이 울리는 양상이다. 19일 한국거래소에 따르면 이달 2일",파이낸셜뉴스,3시간전
https://n.news.naver.com/mnews/article/014/0005297613,"AK홀딩스, 제주항공 담보 EB 조기상환청구 200억원대 넘어 [fn마켓워치]",,제주항공 주가가 사상 최저 수준으로 하락하면서 애경그룹의 유동성 리스크가 고조되고 있다. 애경그룹의 지주사에 해당하는 AK홀딩스가 제주항공을 기초자산으로 삼아 발행한 교환사채(EB) 투자자들이 조기상환청구(풋옵션 행,파이낸셜뉴스,3시간전
https://n.news.naver.com/mnews/article/015/0005084037,리테일 테크 속도내는 신세계백화점…서울대와 'AI 퍼스널 쇼퍼' 개발,https://mimgnews.pstatic.net/image/origin/015/2025/01/19/5084037.jpg?type=nf220_150,신세계백화점이 리테일 테크에 속도를 내고 있다. 소비자 개개인에게 딱 맞는 상품과 서비스를 추천하는 ‘인공지능(AI) 퍼스널 쇼퍼’를 서울대와 손잡고 개발하기로 했다. 신세계백화점은 서울대 데이터사이언스대학원과 AI,한국경제,5분전
https://n.news.naver.com/mnews/article/011/0004441571,"김현주 어나더리얼 대표 ""산업현장 CCTV에 AI 접목…중대재해 미리 막을 수 있죠""",https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441571.jpg?type=nf220_150,“영상 인공지능(AI) 기술을 활용하면 산업 현장 내 각종 위험한 상황을 포착해 사고를 방지할 수 있습니다. 가상 데이터로 학습시킨 AI가 CCTV로 실시간 현장 모니터링을 하며 작업자·기계·구조물의 위치와 동선을,서울경제,6분전
https://n.news.naver.com/mnews/article/030/0003277294,"택스테크, AI로 부가가치세 신고 서비스 고도화…개인사업자 유치전 치열",https://mimgnews.pstatic.net/image/origin/030/2025/01/19/3277294.jpg?type=nf220_150,택스테크 플랫폼이 1월 개인사업자 부가가치세 신고 기간을 맞아 서비스 고도화에 나섰다. 인공지능(AI)을 활용해 이용자 효용을 극대화하고 있다. 19일 업계에 따르면 다수 택스테크 플랫폼이 AI를 활용해 빠르게 내역,전자신문,7분전
https://n.news.naver.com/mnews/article/469/0000844835,5인 이상 기업 45% 설 연휴 6일 쉰다…주요 대기업은 '최장 9일',https://mimgnews.pstatic.net/image/origin/469/2025/01/19/844835.jpg?type=nf220_150,다가오는 설 연휴에 5인 이상 기업의 45%가량이 엿새 동안 쉬는 것으로 나타났다. 주요 대기업은 최장 아흐레 휴무를 선택한 경우도 있다. 한국경영자총협회는 전국 직원 5인 이상 602개 기업을 대상으로 설 휴무 실,한국일보,8분전
https://n.news.naver.com/mnews/article/648/0000032615,국민연금 찬성 '고려아연 집중투표제'…이젠 법원 판단에 시선집중,https://mimgnews.pstatic.net/image/origin/648/2025/01/19/32615.jpg?type=nf220_150,국민연금이 고려아연 임시주총에서 집중투표제 도입을 위한 정관 변경 안건에 찬성하면서 이제는 법원의 판단 여부에 시선이 집중되고 있다. MBK파트너스가 집중투표제 도입을 전제로 한 이사 선임을 막아달라며 낸 가처분 신,비즈워치,12분전
https://n.news.naver.com/mnews/article/031/0000902509,"LG화학 신학철, 세계경제포럼 화학∙첨단산업 협의체 의장 연임",https://mimgnews.pstatic.net/image/origin/031/2025/01/19/902509.jpg?type=nf220_150,신학철 LG화학 부회장이 다보스포럼 최초로 화학∙첨단산업 협의체(Chemical & Advanced Materials Industry Governors) 의장을 연임한다. LG화학은 오늘 20일부터 24일,아이뉴스24,14분전
https://n.news.naver.com/mnews/article/022/0004004014,오후 2~8시 사이 스벅 가야 하는 이유…‘무료 사이즈 업’ 이벤트,https://mimgnews.pstatic.net/image/origin/022/2025/01/19/4004014.jpg?type=nf220_150,"오는 20~23일 나흘간…아메리카노 등 19종 대상 스타벅스, 오는 20~23일 ‘원 더 사이즈 업’ 이벤트 진행. 스타벅스 제공 스타벅스 코리아는 특정 시간대에 음료 19종을 무료로 한 사이즈 업그레이드하는 ‘원",세계일보,16분전
https://n.news.naver.com/mnews/article/421/0008030915,"젤라또피케, 스누피와 함께한 '피너츠 컬렉션' 출시",https://mimgnews.pstatic.net/image/origin/421/2025/01/19/8030915.jpg?type=nf220_150,젤라또피케(gelato pique)는 캐릭터 스누피로 널리 알려진 피너츠(PEANUTS)와 협업 컬렉션을 출시했다고 19일 밝혔다. 젤라또피케 피너츠 컬렉션은 모든 세대에 호감도가 높은 지적재산권(IP)과의 협업으로,뉴스1,16분전
https://n.news.naver.com/mnews/article/050/0000085326,"[속보]경찰 차벽 설치, ‘尹 지지’ 행진 봉쇄",https://mimgnews.pstatic.net/image/origin/050/2025/01/19/85326.jpg?type=nf220_150,,한경비즈니스,17분전
https://n.news.naver.com/mnews/article/011/0004441567,이통사 멤버십에도 AI 도입…이용기간·세대별 맞춤 서비스,https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441567.jpg?type=nf220_150,"이동통신사들이 멤버십·부가서비스 개편에 나섰다. 개편 방향은 차별화와 효율화를 통한 고객 효능감 제고다. 무차별적으로 모든 고객에게 적용했던 서비스는 축소하는 대신 이용 기간과 세대별로 차별화된 혜택을 제공하고, 개",서울경제,21분전
https://n.news.naver.com/mnews/article/011/0004441566,'카지노 공기업' GKL이 캐릭터 만든 이유는?,https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441566.jpg?type=nf220_150,그랜드코리아레저(GKL)가 자체 캐릭터를 개발해 도입한다. 외국인 전용 카지노의 한계를 뛰어넘어 회사 인지도를 높이고 수익 창출에 활용하기 위해서다. 19일 업계에 따르면 GKL은 지난해 말 캐릭터 ‘치비언’ 개발을,서울경제,23분전
https://n.news.naver.com/mnews/article/468/0001121903,"SKT, 파트너사와 동반성장 행보…1230억 규모 대금 조기 지급",https://mimgnews.pstatic.net/image/origin/468/2025/01/19/1121903.jpg?type=nf220_150,SKB·SK스토아 등 ICT패밀리도 동참…동반성장펀드·대금지급바로 등 지속 운영 SK텔레콤이 설 명절을 맞아 비즈니스 파트너사들의 재정 부담 완화 및 내수 경제 활성화를 위해 1230억 원 규모의 거래 대급을 조기,스포츠서울,27분전
https://n.news.naver.com/mnews/article/009/0005431278,"KT, 설 앞두고 협력사에 납품대금 조기 지급",https://mimgnews.pstatic.net/image/origin/009/2025/01/19/5431278.jpg?type=nf220_150,"KT가 설 명절을 맞아 협력사들에게 1194억원의 납품대금을 현금으로 조기 지급한다고 19일 밝혔다. 그룹사인 KT커머스, KT알파도 동참했다. KT는 동반성장위원회가 선정하는 동반성장지수 평가 대상 232개 기업",매일경제,27분전
https://n.news.naver.com/mnews/article/029/0002930451,"삼성·LGD 올해 실적, 스마트폰·폼팩터 혁신에 달렸다",https://mimgnews.pstatic.net/image/origin/029/2025/01/19/2930451.jpg?type=nf220_150,"삼성디스플레이와 LG디스플레이가 유기발광다이오드(OLED) 기술력 강화를 통해 실적개선에 나선다. 삼성디스플레이는 차세대 생산시설 투자로 미래형 IT 시장 수요를 선점하고, LG디스플레이는 소형 OLED 생산능력을",디지털타임스,30분전
https://n.news.naver.com/mnews/article/468/0001121902,"쿠팡 김범석 의장, 트럼프 주니어 비공개 리셉션 참석…트럼프 2기 정부와 협력 논의",https://mimgnews.pstatic.net/image/origin/468/2025/01/19/1121902.jpg?type=nf220_150,미국 워싱턴 DC를 방문 중인 쿠팡 김범석 의장이 지난 17일(현지시간) 도널드 트럼프 미 대통령 당선인 취임식 전 비공개 리셉션에 참석해 트럼프 행정부 2기 내각의 주요 인사들과 트럼프 측 인사들을 만났다. 김 의,스포츠서울,39분전
https://n.news.naver.com/mnews/article/008/0005143143,"'서정진·존림' K-바이오 별 美 집결…""빅파마와 논의 활발, 빅딜 기대""",https://mimgnews.pstatic.net/image/origin/008/2025/01/19/5143143.jpg?type=nf220_150,서정진 셀트리온그룹 회장과 존림 삼성바이오로직스 대표 등 K-바이오를 이끄는 수장이 대거 전 세계 최고 제약·바이오 투자 행사에 참석했다. 지난 13~16일(현지시간) 미국 샌프란시스코에서 열린 JP모건 헬스케어 콘,머니투데이,39분전
https://n.news.naver.com/mnews/article/015/0005084023,한발짝 다가간 조현범의 꿈…“모터스포츠로 프리미엄 타이어 도약”,https://mimgnews.pstatic.net/image/origin/015/2025/01/19/5084023.jpg?type=nf220_150,“세계 최고 기술력을 인정받으려면 반드시 모터스포츠 시장을 뚫어야 합니다. 그래야 자동차 마니아들과 오피니언 리더들의 마음을 움직일 수 있습니다.” 2018년 3월 한국타이어 최고경영자(CEO)에 오른 조현범 한국앤,한국경제,49분전
https://n.news.naver.com/mnews/article/468/0001121899,"재계 총수들, 설 연휴 기간 사업 점검·경영 구상 몰두",https://mimgnews.pstatic.net/image/origin/468/2025/01/19/1121899.jpg?type=nf220_150,지난해 10월 경기도 용인시 에버랜드 스피드웨이에서 열린 ‘현대 N x 토요타 가주 레이싱(Hyundai N x TOYOTA GAZOO Racing) 페스티벌’에서 정의선 현대자동차그룹 회장과 이재용 삼성전자 회장이,스포츠서울,58분전
https://n.news.naver.com/mnews/article/050/0000085325,‘서부지법 난입’ 우의장 “계엄시 무장군인 국회 침탈과 다를바 없어”,https://mimgnews.pstatic.net/image/origin/050/2025/01/19/85325.jpg?type=nf220_150,우원식 국회의장은 19일 언론을 통해 ‘서부지법 난입 폭력 사태 관련 입장문’을 내놨다. 우 의장은 “밤사이 발생한 법원에 대한 공격은 대한민국 헌법과 법치주의를 정면으로 부정한 중대한 범죄 행위”라며 “12.3 비,한경비즈니스,1시간전
https://n.news.naver.com/mnews/article/008/0005143138,"""1년 후 최신 갤럭시폰 반값""…'구독'이 교체수요 살릴까",https://mimgnews.pstatic.net/image/origin/008/2025/01/19/5143138.jpg?type=nf220_150,"TV·냉장고·세탁기 등 가전제품을 넘어 스마트폰을 구독하는 시대가 열렸다. 기술 성숙과 기기값 인상으로 스마트폰 교체 주기가 2배 가까이 길어졌는데, 이에 떨어진 판매량을 메우기 위함이다. 통신사 약정이 아닌 자급제",머니투데이,1시간전
https://n.news.naver.com/mnews/article/421/0008030866,"충남테크노파크, 충남 특허출원 연평균 8.7% 성장",https://mimgnews.pstatic.net/image/origin/421/2025/01/19/8030866.jpg?type=nf220_150,충남테크노파크는 기술특허분석을 통한 충남 CCU(탄소 포집·활용·저장 기술) 산업 생태계 기반 구축을 완료했다고 19일 밝혔다. 특허출원 분석결과 충남은 전국(4.7%) 대비 약 2배인 8.7%의 높은 연평균성장률을,뉴스1,1시간전
https://n.news.naver.com/mnews/article/029/0002930442,英 배터리 스타트업도 자금난…굳어진 `한·중·일` 5강 체제,https://mimgnews.pstatic.net/image/origin/029/2025/01/19/2930442.jpg?type=nf220_150,영국의 배터리 스타트업 '나이오볼트(Nybolt)'가 자금난에 직면했다. 배터리 사업의 진입 장벽이 높은 만큼 본격적인 궤도에 올리기까지 쉽지 않음을 보여주는 사례라는 평가다. 글로벌 배터리 시장의 기존 '빅5' 체,디지털타임스,1시간전
https://n.news.naver.com/mnews/article/030/0003277272,"외국인이 먼저 찾는 여행 플랫폼은?…관광상품 경쟁력은 '클룩', 상품수는 'kkday'",https://mimgnews.pstatic.net/image/origin/030/2025/01/19/3277272.jpg?type=nf220_150,"국내 여행 콘텐츠를 담은 온라인 여행 플랫폼(OTA) 중 가격 경쟁력이 가장 높은 플랫폼으로는 클룩이, 상품 수가 가장 많은 플랫폼으로는 kkday가 꼽혔다. 17일 한국관광공사가 발간한 '외래관광객 지역관광 활성화",전자신문,1시간전
https://n.news.naver.com/mnews/article/469/0000844824,"[CarTalk]현대차, '초소형 세 발 전기차' 내놓는다...인도 향한 애정은 무한대",https://mimgnews.pstatic.net/image/origin/469/2025/01/19/844824.jpg?type=nf220_150,현대차가 인도에서 기업공개(IPO)한 후 맞춤형 공세 전략을 펴기 시작했다. 인도에서 가장 대중적으로 활용되고 있는 '마이크로모빌리티' 시장을 공략하기 위해 3륜 전기차(EV) 콘셉트를 공개하고 양산차도 생산할 예정,한국일보,1시간전
https://n.news.naver.com/mnews/article/243/0000071520,"강남 노른자 땅에서 재격돌?…삼성·현대, 재건축 대전 2라운드",https://mimgnews.pstatic.net/image/origin/243/2025/01/19/71520.jpg?type=nf220_150,한남4구역 수주를 두고 한바탕 격전을 치른 삼성물산과 현대건설이 이번에는 강남 노른자 단지인 개포주공과 잠실우성 재건축에 관심을 두는 것으로 전해졌다. 두 사업 모두 공사비가 한남4구역급 이상의 대형 사업이어서 다시,이코노미스트,1시간전
https://n.news.naver.com/mnews/article/032/0003346288,"트럼프 2기, 관세 장벽에 탄소세도 검토…국내 철강·자동차 업계 영향은",https://mimgnews.pstatic.net/image/origin/032/2025/01/19/3346288.jpg?type=nf220_150,"미국 도널드 트럼프 2기 행정부가 ‘탄소세’ 도입 가능성을 거론하면서 ‘관세 폭탄’이 가시화되고 있다. 탄소세는 제품 생산·사용 과정에서 많은 탄소를 배출하는 상품에 부과하는 세금으로 철강, 자동차 등 탄소 집약적",경향신문,1시간전
https://n.news.naver.com/mnews/article/003/0013024047,치열한 카드 게임 배틀,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024047.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024046,치열한 디지몬 카드 게임 배틀,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024046.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024045,디지몬 카드 게임 배틀,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024045.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024044,카드 게임 그랜드 코리아 오픈 2024,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024044.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024043,세텍에서 열린 카드 게임 그랜드 코리아 오픈,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024043.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024042,카드 게임 그랜드 코리아 오픈 2024,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024042.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024041,치열한 배틀,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024041.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/003/0013024040,그랜드 코리아 오픈 2024 참가자들의 배틀,https://mimgnews.pstatic.net/image/origin/003/2025/01/19/13024040.jpg?type=nf220_150,19일 서울 강남구 세텍에서 열린 디지몬 카드 게임과 원피스 카드 게임 그랜드 코리아 오픈 2024 참가자들이 배틀을 펼치고 있다. 2025.01.19. photocdj@newsis.com,뉴시스,1시간전
https://n.news.naver.com/mnews/article/014/0005297669,"강경성 코트라 사장, 윤리경영 강화",https://mimgnews.pstatic.net/image/origin/014/2025/01/19/5297669.jpg?type=nf220_150,"코트라는 최근 국내외 임직원 300명이 참석한 가운데 윤리·청렴 실천 다짐식을 개최했다고 19일 밝혔다. 또한 인권윤리경영위원회를 개최해 외부 자문위원과 함께 윤리경영을 점검했으며, 윤리경영의 핵심가치도 '공공청렴'",파이낸셜뉴스,1시간전
https://n.news.naver.com/mnews/article/468/0001121893,AX 실무인재 양성 ‘KT 에이블스쿨’ 7기 모집…수료 후 KT 채용 우대,https://mimgnews.pstatic.net/image/origin/468/2025/01/19/1121893.jpg?type=nf220_150,전국 어디서나 참여 가능…기업 일자리 연계 에이블스쿨 7기 모집 요강 및 교육 커리큘럼 등 상세한 내용은 KT 에이블스쿨 홈페이지에서 확인할 수 있다. 사진 | KT KT가 청년 디지털 인재 양성 프로그램 ‘KT 에,스포츠서울,1시간전
https://n.news.naver.com/mnews/article/015/0005084043,"스마트홈 강자 현대에이치티…""베트남·印尼 등 해외 공략""",https://mimgnews.pstatic.net/image/origin/015/2025/01/19/5084043.jpg?type=nf220_150,"스마트홈은 주거 공간의 냉·난방, 조명, CCTV 기기를 인공지능(AI)과 사물인터넷(IoT)으로 연결해 원스톱으로 제어하는 체계를 구현한 기술이다. 월패드, 도어폰 등 여러 고객에게 맞춤화한 인터페이스와 서비스를",한국경제,1분전
https://n.news.naver.com/mnews/article/015/0005084040,"케이블보호장치 1위 씨피시스템 ""2030년 매출 2배로""",https://mimgnews.pstatic.net/image/origin/015/2025/01/19/5084040.jpg?type=nf220_150,"케이블을 감싸는 플라스틱 보호장치는 생산 설비의 필수 부품 중 하나다. 외부 충격과 압력, 열로부터 케이블을 보호해 전체 설비를 안정적으로 운영하도록 돕는다. 코스닥시장 상장사 씨피시스템은 국내 케이블 보호장치 시장",한국경제,2분전
https://n.news.naver.com/mnews/article/011/0004441572,"중기 34% ""설자금 사정, 작년보다 어려워""",https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441572.jpg?type=nf220_150,중소기업 10개 가운데 3개 이상이 명절 관련 임금과 원자재 대금 등 ‘설 자금’ 사정이 지난해보다 어렵다고 응답했다. 중소기업중앙회는 800개 중소기업을 대상으로 1월 6일부터 14일까지 설 자금 수요조사를 실시한,서울경제,5분전
https://n.news.naver.com/mnews/article/011/0004441571,"김현주 어나더리얼 대표 ""산업현장 CCTV에 AI 접목…중대재해 미리 막을 수 있죠""",https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441571.jpg?type=nf220_150,“영상 인공지능(AI) 기술을 활용하면 산업 현장 내 각종 위험한 상황을 포착해 사고를 방지할 수 있습니다. 가상 데이터로 학습시킨 AI가 CCTV로 실시간 현장 모니터링을 하며 작업자·기계·구조물의 위치와 동선을,서울경제,6분전
https://n.news.naver.com/mnews/article/011/0004441570,"""트럼프 2기 수혜""…K드론, 수출 효자로 뜬다",https://mimgnews.pstatic.net/image/origin/011/2025/01/19/4441570.jpg?type=nf220_150,‘트럼프 2.0시대’를 맞아 드론이 중소기업계의 새로운 수출 효자로 자리매김할 것이라는 기대감이 커지고 있다. 미국에서 중국산 드론에 대한 제재 움직임이 강화되면서 한국산 드론이 대안으로 떠올랐기 때문이다. 다만 국,서울경제,7분전
https://n.news.naver.com/mnews/article/030/0003277284,디지털 온누리상품권 보름간 '블랙아웃'…소비자 불편 불가피,https://mimgnews.pstatic.net/image/origin/030/2025/01/19/3277284.jpg?type=nf220_150,"디지털(앱형·카드형) 온누리상품권 운영기관 변경에 따라 2월 중순부터 약 2주간 결제, 충전, 조회 등 모든 기능이 중단되는 '블랙아웃'이 예고됐다. 중소벤처기업부는 서비스 중단 기간을 단축하기 위해 노력하겠다고 밝",전자신문,1시간전
